category_id,movies_id
2,81063480
2,80084834
2,81038832
2,80081960
2,81172721
2,81048548
2,81014824
2,60032008
2,80108518
2,80141338
2,80244782
2,80223195
2,80113589
2,80095233
2,60023237
2,81018240
2,80065220
2,81213884
2,60000480
2,80207447
2,80149139
2,70167133
2,70090035
2,80203996
2,70098605
2,80235957
2,80032081
2,70266677
2,81067761
2,70283202
2,70121660
2,80187618
2,80104237
2,81172895
2,80157084
2,80166185
2,80202465
2,80058851
2,70084788
2,60037397
2,70219525
2,70001958
2,569355
2,70050507
2,60010514
2,70113305
2,80994575
2,80133153
2,81051688
2,80115857
2,70055855
2,80194289
2,80115101
2,81155802
2,70307648
2,81076251
2,80155792
2,60023606
2,80058248
2,80994573
2,81123050
2,81039384
2,70113306
2,70020699
2,80091866
2,70170182
2,80152625
2,80244457
2,80167460
2,70003680
2,80169554
2,80116741
2,80198056
2,81045891
2,70044689
2,70045866
2,81016045
2,81019924
2,81096151
2,70105371
2,81015153
2,80097390
2,80155932
2,80125671
2,70111162
2,80165848
2,80242378
2,70295067
2,81037970
2,70123124
2,80156938
2,80202273
2,80238291
2,80158481
2,80156940
2,80232892
2,70262614
2,81035879
2,70100383
2,70114467
2,880640
2,80203789
2,80017021
2,81191666
2,80172002
2,70206821
2,80131236
2,80134433
2,80151962
2,70048905
2,60021758
2,70299859
2,80988262
2,80238190
2,80149143
2,80127604
2,80057509
2,70116578
2,81029383
2,81074367
2,70038131
2,80201604
2,80161640
2,81005314
2,80196584
2,80192548
2,70134537
2,70293703
2,81091424
2,70271601
2,70044693
2,70123120
2,70056425
2,60011552
2,60020891
2,81172848
2,81018234
2,80198632
2,81048554
2,81035859
2,80028360
2,81041391
2,80144803
2,81026343
2,80081372
2,80094453
2,81113927
2,80095531
2,80127459
2,81035883
2,80152182
2,80170870
2,80162246
2,80154688
2,70108590
2,80098287
2,81002213
2,80190103
2,70270362
2,81011955
2,81074135
2,81010872
2,81036533
2,70211474
2,80202089
2,80201490
2,80168301
2,80037478
2,80128277
2,81172868
2,80244708
2,81217747
2,80147758
2,81025935
2,70087087
2,81080942
2,70139542
2,80082660
2,80074065
2,80102080
2,80201175
2,80209356
2,80178974
2,60003401
2,80103734
2,70172928
2,80098810
2,281550
2,70202150
2,81110383
2,20257393
2,80200571
2,81035105
2,80198745
2,80142637
2,81012340
2,81213149
2,81213895
2,81093342
2,81029400
2,80236993
2,80094258
2,449931
2,80159586
2,80115152
2,80161931
2,80208793
2,81025908
2,80144311
2,60002033
2,60002808
2,80216215
2,80176698
2,80990815
2,80150350
2,80164904
2,81035874
2,80182014
2,80988989
2,80108983
2,80206917
2,70189282
2,80081274
2,81026705
2,80187684
2,80176715
2,70135893
2,70184050
2,70057994
2,80082014
2,80094096
2,80106947
2,80123740
2,70259259
2,80179373
2,80132626
2,80211622
2,70098902
2,80104103
2,80188579
2,80118916
2,80057599
2,80063290
2,80175314
2,80240972
2,80199689
2,81145271
2,80201828
2,81035861
2,80100054
2,80023689
2,81110389
2,70206820
2,70305955
2,81179693
2,81018236
2,80223049
2,60029366
2,80160692
2,80117746
2,80201623
2,80103424
2,81047445
2,80184625
2,81024717
2,80235268
2,60003508
2,81026327
2,81095399
2,80156939
2,81044248
2,81165326
2,80095232
2,81213879
2,81016324
2,80217857
2,80134885
2,70082633
2,80092925
2,80122209
2,80137461
2,80141891
2,80223098
2,80207445
2,70090072
2,81172909
2,80106504
2,80167644
2,81132444
2,80144372
2,80107019
2,81113928
2,80998296
2,80218783
2,60021796
2,80189997
2,80017272
2,60033300
2,80067754
2,80191835
2,81213896
2,80098467
2,81031306
2,80158391
2,80169549
2,80994420
2,80198478
2,80060060
2,80143797
2,81005454
2,70105596
2,80135353
2,80158547
2,81215481
2,80171733
2,80099204
2,81066961
2,81172905
2,80185375
2,81093925
2,70104313
2,81167490
2,80029901
2,80220531
2,80126997
2,60024942
2,60011619
2,81018235
2,81017094
2,81067757
2,60003378
2,80080491
2,81123469
2,81035846
2,70007056
2,80990813
2,80202605
2,80081277
2,80208091
2,81072516
2,80244019
2,81013990
2,80027378
2,80011026
2,20255837
2,81016191
2,81016322
2,81217741
2,80103372
2,70110919
2,70267439
2,70034607
2,80112518
2,80169469
2,80186829
2,80991809
2,81111849
2,80214583
2,81018239
2,80195964
2,80163366
2,80992995
2,80991400
2,81172901
2,80106440
2,81016330
2,80997789
2,81045765
2,80103623
2,80231903
2,80171598
2,80038288
2,70153553
2,80994423
2,80106138
2,80155863
2,81002685
2,80168029
2,81153373
2,70229045
2,60026139
2,80017171
2,70298946
2,81050688
2,80098842
2,80053140
2,70206826
2,80200047
2,80158390
2,81141694
2,80119235
2,80223779
2,80213299
2,80238294
2,80164212
2,81140307
2,80195886
2,70075775
2,81034317
2,70077542
2,80038337
2,80205314
2,80222896
2,80000644
2,70293812
2,80998567
2,81037733
2,80187301
2,80017099
2,701346
2,80202087
2,80211590
2,70139073
2,22469949
2,80173606
2,1151721
2,60036746
2,80173485
2,60025674
2,18907685
2,80104068
2,80223371
2,80201542
2,786137
2,80139199
2,80208413
2,80993655
2,80175623
2,70248183
2,70073018
2,80145533
2,80201822
2,80155790
2,80057700
2,523650
2,81004245
2,81227195
2,80097725
2,81024730
2,60036359
2,81168347
2,70139075
2,80203997
2,70144331
2,80152091
2,1067876
2,81031178
2,70006866
2,70137790
2,20077944
2,81039381
2,80994419
2,70299867
2,80188580
2,80188120
2,70112494
2,80191557
2,70115621
2,70202141
2,60024935
2,18002692
2,70053412
2,80223228
2,80229829
2,81034599
2,80990336
2,81165325
2,80223271
2,70293788
2,81029848
2,80038159
2,80081790
2,80108386
2,70206819
2,80208295
2,80171659
2,70114043
2,70216819
2,70129374
2,81213885
2,81011973
2,80205231
2,80058477
2,80216758
2,80998427
2,80209796
2,80097389
2,70273637
2,80049193
2,80168189
2,80240715
2,80156369
2,70033579
2,81013200
2,80121844
2,80106036
2,81079723
2,80115686
2,70072558
2,81155803
2,81033430
2,80075018
2,70299745
2,70042688
2,60001104
2,80091267
2,80991158
2,80097003
2,81035398
2,80134524
2,80059505
2,81047897
2,81172904
2,80994418
2,81035853
2,80203143
2,80144890
2,80049979
2,848915
2,80226233
2,70129075
2,81039383
2,81035845
2,20717860
2,81034600
2,80067522
2,80124313
2,81172723
2,81061407
2,20705133
2,80115031
2,70303431
2,80218586
2,70206822
2,915927
2,70040077
2,80059440
2,81062853
2,80211135
2,81110386
2,80096984
2,80198771
2,81033200
2,80242926
2,70021253
2,70254352
2,81167494
2,20257617
2,80113673
2,60000209
2,81164752
2,80167646
2,80011622
2,81016328
2,60036613
2,80994421
2,81024713
2,70065107
2,70294793
2,70275753
2,80013772
2,80993650
2,70035037
2,81014345
2,80158042
2,80038445
2,60010836
2,80168167
2,70205125
2,80100937
2,81002212
2,80094964
2,81172758
2,81213894
2,60000891
2,80174144
2,81060041
2,80999987
2,70116577
2,80025390
2,81035868
2,81050192
2,70002291
2,80157565
2,80188596
2,80039050
2,80216820
2,80075009
2,81024494
2,80158546
2,81018238
2,80202728
2,81191228
2,80180509
2,80165855
2,80113785
2,70062158
2,80201825
2,70254346
2,80237300
2,80105691
2,70053010
2,80115118
2,81045052
2,81094083
2,81094665
2,80156857
2,81034012
2,70084180
2,70000196
2,80215922
2,80994130
2,80084756
2,80994020
2,80203791
2,80125627
2,81047798
2,60035870
2,81012294
2,81080769
2,80099306
2,70124965
2,80236421
2,81065784
2,70117902
2,80244078
2,60034571
2,60011729
2,80227117
2,80996343
2,80141767
2,70125931
2,70285728
2,70027133
2,80065327
2,80159668
2,81120982
2,81026003
2,70105368
2,80216834
2,70125882
2,80236278
2,80073823
2,70286355
2,80192186
2,80201833
2,70303432
2,70266069
2,80114804
2,80154682
2,60021903
2,80241666
2,80227118
2,80187061
2,80083589
2,70113534
2,81147274
2,70278930
2,80245357
2,70299811
2,81150338
2,80245121
2,80098103
2,80198055
2,81045072
2,81039161
2,70060000
2,80123777
2,80201622
2,80098203
2,80109296
2,80108149
2,81047900
2,81016196
2,80201814
2,80093812
2,80104316
2,81161230
2,80158920
2,1005494
2,80237420
2,1181661
2,80237006
2,70244982
2,70023451
2,80108984
2,80115133
2,80222188
2,26597413
2,81016326
2,80997602
2,60033223
2,80228282
2,80164779
2,80097814
2,80190463
2,80162179
2,80107370
2,80098475
2,81088700
2,81072917
2,80057278
2,81029841
2,80042182
2,80162192
2,80117080
2,60000407
2,80203998
2,60029032
2,80167843
2,70056728
2,81000011
2,60001670
2,80173542
2,81018120
2,81213882
2,60022056
2,70127628
2,80204433
2,80194671
2,81045054
2,81021098
2,70033644
2,80081505
2,70302835
2,80032842
2,81073387
2,81020161
2,80240537
2,80994574
2,80041337
2,70053833
2,81005401
2,81213877
2,80156925
2,80203782
2,80025495
2,80998565
2,80107736
2,81024041
2,916043
2,80046696
2,80216541
2,60035875
2,81077597
2,70107499
2,80224060
2,80991033
2,80081955
2,80147318
2,81027187
2,70284281
2,81030855
2,70299863
2,80199381
2,80245518
2,80131551
2,70298926
2,80039136
2,81039323
2,81043343
2,60037606
2,80202078
2,80233408
2,70047320
2,81016327
2,70117122
2,81052277
2,70110883
2,81184705
2,80210932
2,80117596
2,80172958
2,81024701
2,80068117
2,80996787
2,70206825
2,80013474
2,70139076
2,81053892
2,80993095
2,81217437
2,81075519
2,80068327
2,81127902
2,60000878
2,80236280
2,60003290
2,80164778
2,80148920
2,80204117
2,81046255
2,81033429
2,80134420
2,70139072
2,70285730
2,60022255
2,80059049
2,81016317
2,81010873
2,80049281
2,80144454
2,80045783
2,80241304
2,70278990
2,80085567
2,80023851
2,80156212
2,80174897
2,70307848
2,80057750
2,81092766
2,60001363
2,80180851
2,80165854
2,80203788
2,81002592
2,81001000
2,80085439
2,80015785
2,81059956
2,80231468
2,80238299
2,80191963
2,81024731
2,80125782
2,70111279
2,70039405
2,60023638
2,80145512
2,60034116
2,80142103
2,80084767
2,916061
2,81048551
2,70123126
2,81094667
2,80222177
2,70011219
2,81217739
2,70135647
2,70109758
2,81016193
2,80108616
2,70296742
2,70113003
2,80178940
2,70290905
2,81002214
2,81092328
2,70043303
2,80990221
2,80207444
2,70060380
2,80244472
2,81035876
2,80170875
2,81010870
2,80207446
2,70099610
2,80998560
2,80187471
2,81037986
2,80105690
2,70298393
2,70260989
2,80238434
2,70257412
2,80107219
2,70292992
2,70301620
2,81047898
2,80115030
2,80044536
2,81113919
2,80117684
2,81027190
2,81023713
2,81144867
2,80108234
2,81149202
2,80134080
2,60020906
2,81035847
2,80160357
2,70040076
2,81152923
2,80106438
2,80211728
2,80221109
2,80147513
2,81035837
2,70213471
2,81018237
2,70118779
2,80196789
2,80178720
2,80173479
2,81047903
2,81003736
2,81103139
2,80236133
2,80081278
2,70113347
2,81035849
2,80057585
2,70117297
2,80013293
2,81019341
2,81035851
2,80165732
2,80997866
2,80081958
2,70128697
2,70001777
2,80160759
2,81155859
2,80103313
2,70278933
2,80076698
2,873159
2,80994426
2,80245041
2,81078819
2,80096782
2,80098284
2,81052266
2,80158084
2,80042309
2,70064205
2,80038527
2,20765027
2,70058796
2,80994572
2,60002111
2,80077402
2,81024705
2,80093198
2,80208830
2,81221851
2,70127589
2,70295189
2,70299748
2,81172902
2,80098709
2,81154455
2,81221914
2,80239738
2,81005312
2,80155812
2,80095530
2,80206732
2,80165917
2,81089941
2,60021525
2,60033247
2,81010871
2,80987611
2,60002818
2,81217742
2,80156936
2,80011541
2,70098332
2,70056059
2,80144448
2,80999643
2,60036112
2,81071868
2,81165769
2,81206389
2,80204118
2,80057969
2,80992769
2,80188777
2,81063129
2,80990810
2,80156941
2,80158577
2,70005055
2,80070182
2,80116307
2,80201810
2,80085300
2,70150437
3,80220676
3,60023237
3,80177400
3,80228282
3,70293788
3,80175694
3,80039069
3,80170277
3,80084454
3,80202176
3,80224060
3,81113928
3,80238190
3,81168345
3,81027190
3,70202141
3,80207606
3,80165853
3,81076114
3,81221914
3,70023961
3,80170767
3,80201828
3,80174220
3,81094667
3,70257412
3,80239642
3,70253597
3,81077597
3,80117079
3,81213979
3,80208906
3,80107219
3,80104240
3,70295169
3,70267439
3,80235958
3,70112500
3,80011026
3,60011552
3,80071907
3,80134527
3,80104103
3,80018336
3,81217438
3,80117746
3,80115031
3,81087094
3,80144804
3,81004245
3,81045060
3,80170992
3,80027378
3,81035105
3,81113921
3,60001404
3,80987611
3,80092884
3,70260514
3,80167644
3,80109296
3,80098709
3,70285683
3,80221109
3,60029032
3,80208793
3,70124183
3,80213299
3,80998296
3,60021548
3,70292992
3,70020750
3,81050190
3,80241779
3,70053833
3,81024494
3,80117747
3,80244709
3,80222256
3,81015317
3,80103734
3,70149579
3,80098288
3,80195967
3,70262783
3,80172958
3,80191294
3,80038288
3,70244163
3,70024098
3,80170870
3,70299863
3,80098839
3,70105459
3,70295189
3,80155790
3,70023451
3,81019338
3,80239710
3,70253594
3,81071868
3,80172002
3,80045922
3,80190147
3,80106504
3,81052280
3,80149282
3,80081274
3,81025973
3,81221913
3,81052277
3,80229829
3,80070182
3,60000440
3,80195885
3,80091310
3,80213400
3,80171659
3,80028360
3,70271454
3,80041337
3,80098284
3,70293661
3,80165849
3,70057519
3,80057969
3,81113927
3,70241757
3,80005738
3,80211380
3,81011955
3,80081277
3,80059440
3,70064205
3,80060037
3,70293812
3,81028570
3,973861
3,70075775
3,80128690
3,80115874
3,80117458
3,81033429
3,80238607
3,70117299
3,80201497
3,80107370
3,80168161
3,70242568
3,80226962
3,70055221
3,80093198
3,80245041
3,81217739
3,80081955
3,80164930
3,80038337
3,80184661
3,80242378
3,80108616
3,80098810
3,60021299
3,81034317
3,81034599
3,80223136
3,80168029
3,81012294
3,81024041
3,60003378
3,81012943
3,70209245
3,80192015
3,80174959
3,80203781
3,81023713
3,81061410
3,80207447
3,81030789
3,70270388
3,80128245
3,80990534
3,60029366
3,80058026
3,80100937
3,70053412
3,70259259
3,80038442
3,80118916
3,80173395
3,70299811
3,70294793
3,70298926
3,80170875
3,80232501
3,80037478
3,80123910
3,80091267
3,81045072
3,70020296
3,80201825
3,80015794
3,80152625
3,81065902
3,15815343
3,70298946
3,80184129
3,80231602
3,80994130
3,80045783
3,80082749
3,80201820
3,80107037
3,70124965
3,80203782
3,70113538
3,80085439
3,70278931
3,80158920
3,81150338
3,80184135
3,81074367
3,81235729
3,80994020
3,81038047
3,80094258
3,81080769
3,80060297
3,80037280
3,80115118
3,80147323
3,80194289
3,80162246
3,80135149
3,81018455
3,80168189
3,80227117
3,70307648
3,81075239
3,70068739
3,81177367
3,80098287
3,70272893
3,80240972
3,70065255
3,80201814
3,81069249
3,81094082
3,81123050
3,80162142
3,70084148
3,81029383
3,80147321
3,80174434
3,81092331
3,81168344
3,81014988
3,80167491
3,70297799
3,80044566
3,80065220
3,80064273
3,80017171
3,80098491
3,70117297
3,80218784
3,81035854
3,80115686
3,80112518
3,70099118
3,70267490
3,80198056
3,80202076
3,70189289
3,81057249
3,81018067
3,80103512
