movies_id,persons_id
80170767,11294
80134826,5127
81047902,11310
81047897,11317
80213803,11326
80175623,11328
81002880,2526
80222896,11331
81038046,11337
80101096,11343
80020132,11350
80020132,417
80206758,11351
80162210,11353
80126485,11355
80082242,11356
70202151,11359
80999996,11366
80999996,11367
80169617,11382
70204282,11403
80242378,11404
80171733,11417
80245408,11422
80044566,11425
80991158,11456
80191046,11473
80169469,11477
80148239,11484
80162503,11497
80157890,11524
80164752,11535
80135149,11537
80171965,2518
80100945,11542
70293820,11542
80195967,11545
81033107,6138
80144983,11568
80207444,11587
81033516,11593
81075235,11598
81072516,11598
80156212,10773
70296742,11626
81059944,11629
80095531,11630
80192139,7748
80192139,4240
80192063,7748
80192063,4240
80218656,11648
80095806,11659
80013550,11669
80058979,11675
80058979,11676
81037077,10852
81047798,11677
80189216,11683
80092781,2937
81019338,11695
80132964,11703
80117824,11708
80058460,11713
80076467,11722
80049951,11724
80049951,11725
80031800,11726
80017171,11733
80108984,11744
80135296,11762
80135296,11763
80158577,11764
70175439,11776
80204923,11788
80117831,11802
80223734,11803
70307848,11804
70105599,11805
60029366,11820
80100260,9962
80017170,11830
70028197,11836
81013990,11842
80171678,11846
81074015,845
81041273,9710
70108985,11863
81004374,11867
70045356,1188
70203594,1655
70203594,11886
70253171,1188
70109657,1655
70020728,11888
81031178,11924
81034771,11945
80239442,11952
80238299,11956
80201814,11958
80201814,11959
80192244,11967
80235957,11973
80226021,11976
80147758,11986
80201608,3454
80241537,11998
80241616,12007
80239642,12008
70041893,12017
80238298,12028
80238400,12036
80239738,12045
80239738,12046
80237300,12052
60021758,12062
70095265,8722
80164075,12070
80164075,12071
80164075,12072
80117240,12073
80098842,12082
80098842,12083
80092884,12093
80023794,12102
81060041,12114
80100268,11497
80206696,11524
81010870,12143
80226234,12146
80081274,12152
80134967,5127
80192187,12172
80135585,12178
80214087,3294
80216664,12203
80017535,12204
80219917,12223
80174144,12233
80220677,12244
80229829,12253
80141173,12255
80134515,12262
80134521,4341
80097003,12288
80134516,12296
80134606,3137
80134518,12316
80134330,4341
80038298,12325
80038298,12326
80134500,12325
80038353,4341
80038354,4341
80038439,4341
80134604,143
80134524,2550
80038355,12360
80038441,12360
80134433,12367
80134436,12262
80134514,1536
80134398,1536
80134520,12380
80134420,372
80134501,4341
80134399,1536
80160127,12404
80160127,12405
80134435,12416
80134519,12419
80134434,3137
80160357,12428
70299745,2545
80038527,2545
80038445,2545
81059183,12447
81024332,12449
81059444,12454
80987464,12455
80156925,12460
60002907,12467
80207473,12471
80990534,12477
70111265,12486
70111265,12487
70024098,12497
80071907,12504
70020730,12519
81045720,12537
70236016,12547
81069249,12552
81083971,12555
80200047,12559
80156772,12566
81016361,12573
81055395,12579
81055395,12580
70077556,12590
70100412,12615
60021299,751
70129374,12622
80184973,12644
70229921,11802
80236167,12658
80175151,12659
80232404,12667
60036746,12673
80214584,12678
17671454,12688
60036617,12694
80230555,12697
80230555,12698
70294790,12699
70063017,12688
60003401,3436
70021253,9761
70138498,12717
80188099,12722
70025303,12724
70048905,3400
80223195,12733
80236906,9761
80238297,12738
80235958,12744
17969262,12749
80223317,12752
70012334,12757
80184131,12758
80184131,12759
70291094,12772
70250369,12776
70250369,12772
80223230,3452
80059049,12749
60032008,3454
60037397,9800
80223228,12795
80238291,12804
80158247,12809
60035875,12820
70244982,8542
70065769,12824
70099702,12827
80238637,12832
80188777,12838
80238293,10608
80132381,12847
80023851,12699
70019491,5102
70304187,725
70304187,724
60001670,12749
80196367,12862
70134669,6231
80202728,12869
80023853,6141
80244078,7527
80238292,7527
80238190,12885
70304188,725
70304188,724
70304186,725
70304186,724
70304189,11173
70143440,11173
20717860,12895
80238295,12910
70125935,12918
60021903,12749
70001564,12688
80135631,12927
80135631,12928
70175127,12929
80172471,12933
80144119,12945
80165917,12953
70155788,12955
80134814,12968
80103424,12969
70285730,5035
80172469,12985
80092404,12995
80092850,13003
80103734,13021
81061410,13029
60024935,13038
80168189,13042
80244709,13053
80194946,13061
80159025,13066
81025973,10161
80121387,13082
80227090,13094
81113918,13097
81029736,13101
81051688,13106
81113921,13113
80173387,13125
81013112,13127
81013112,13128
70290904,13129
81030855,13146
81035852,13153
80079473,13157
80018328,1379
80996787,11776
81035881,13166
81035843,8854
81035837,13174
80039136,13178
81035884,13187
81035863,13189
81035858,13199
81035882,13189
81035847,13206
81035859,13212
81035859,13213
80223226,7415
81076055,13217
80996790,13226
80996790,13227
70181716,13230
80186608,13238
80042309,13246
80169554,13249
80114804,13253
80237423,6121
70304298,13255
70304298,13256
70117293,1729
80121841,13264
81093122,13272
70293788,13278
81039384,13279
70245034,3567
80220676,13283
80109341,13303
80190144,13314
80052790,9221
80109145,3657
80109145,13320
80117455,13324
80132626,13330
80106124,13333
80106124,7661
81145270,13334
81128584,13344
80198478,13348
80191989,7748
80191989,4240
80238434,13358
80217569,13364
80015210,13374
80134080,13376
81130373,13393
81136964,13410
80233215,13424
80241779,13438
81060096,13459
81060096,3610
80994807,13461
80133553,13462
70236020,13464
81002747,13465
81002747,13466
81002747,13467
81075239,13470
81075239,13471
80192018,1980
80200015,5127
80161640,13501
80108952,13507
70308063,13511
80996192,13512
81095399,13518
80038207,13526
80171598,13527
80160994,13530
80191356,13538
80191357,13538
80097641,7748
80097641,4240
80097349,13551
81055402,13557
80231602,13558
26009364,3229
26009364,13566
80143794,13574
80168227,13576
70026432,13577
80155477,13583
80038420,13587
81035849,1954
80195901,13597
80128245,13602
80993655,13605
80167644,13610
80167644,13611
80027041,13613
80027041,13614
80027041,13615
80027041,13616
81018067,13627
81018067,13627
80220422,13634
80220422,13635
81033473,13645
60024788,13645
60024788,13669
80166185,13671
81035868,9284
81035868,13676
81035877,13680
81131274,13686
81131274,13687
81035876,8861
81035875,13691
81035866,13699
81027187,13703
81035879,1954
81035871,13718
80997770,10483
80997770,13724
80173234,13725
80151644,13735
80151644,13736
80185223,13741
70038131,4721
80108430,13752
70135893,13757
80121844,13763
80158750,13775
80216302,13794
81105525,13802
81105525,13803
80190535,1733
80241071,13810
80233611,13822
80233611,13823
80160814,13828
80993404,3567
81092781,13836
81001090,13837
81092782,10080
81092780,13836
81092783,13843
81136963,13844
80076698,3007
80037691,13884
80998296,13890
80049873,13897
80094358,13898
80174177,1406
80174177,1407
81123051,13900
81034980,13909
81034980,13910
81123052,10240
81113927,13917
80213115,13931
81002885,13941
80991033,10470
80991033,9155
80991033,5035
80991033,8542
80244547,13946
80991025,13951
80991025,13952
80184100,13953
