country_id,movies_id
2,70302184
2,80987209
2,81045510
2,80035467
2,81034099
2,786137
2,80170870
2,60034568
2,80163053
2,80023876
2,81061410
2,1151375
2,80047200
2,80174436
2,70267802
2,81148811
2,80138615
2,70202151
2,80209096
2,80200267
2,80177400
2,81136964
2,80119188
2,81001278
2,80145240
2,1153194
2,81003033
2,80161640
2,80994444
2,70112494
2,873159
2,70221348
2,80202133
2,80108691
2,80025384
2,80038162
2,80097140
2,80128657
2,70061763
2,70206821
2,80018294
2,80172002
2,81084305
2,70023960
2,70082268
2,80223138
2,80097438
2,80020132
2,60003508
2,80208684
2,80164456
2,80177342
2,80208235
2,80158802
2,70001958
2,81123469
2,1179583
2,80990534
2,81169145
2,80197301
2,80117746
2,80103392
2,80113090
2,80115676
2,70046968
2,80114855
2,80213658
2,70184126
2,80031377
2,70295085
2,70230138
2,80173269
2,81171862
2,80158516
2,70242898
2,80095718
2,80109536
2,80195653
2,80024132
2,80114460
2,80096955
2,80059342
2,81004223
2,80117803
2,80157760
2,60000901
2,80149821
2,80168161
2,81167494
2,80119187
2,80235524
2,70218316
2,80158168
2,70296765
2,1181550
2,80239932
2,60000209
2,80113701
2,81017061
2,81103139
2,81062293
2,80171742
2,80113647
2,80127558
2,80176212
2,80184625
2,80207486
2,81002880
2,80179784
2,80015210
2,80213299
2,80989043
2,80216662
2,70301279
2,70269429
2,80170368
2,70230147
2,70068739
2,81037283
2,80114700
2,80157137
2,80141335
2,80095806
2,81191195
2,80187030
2,81060038
2,70019506
2,80109089
2,70135647
2,70013050
2,80164465
2,80050006
2,80134779
2,80147760
2,70039645
2,80104182
2,60004393
2,70157294
2,81026453
2,80214743
2,70117305
2,80115134
2,80195049
2,80185032
2,60000415
2,70307661
2,80196138
2,81094667
2,80208661
2,80221016
2,80133551
2,80217136
2,80205440
2,70099615
2,70208520
2,80015799
2,80216844
2,81131761
2,81035279
2,80210736
2,60022255
2,81113468
2,70237054
2,80217040
2,80202273
2,80011848
2,80026431
2,70140322
2,80117540
2,80184676
2,70184050
2,70213080
2,80214621
2,80190144
2,70221570
2,80114666
2,81011993
2,80019931
2,80108373
2,80095807
2,81039393
2,80202076
2,80194950
2,81000861
2,70031792
2,80134826
2,80108613
2,70178604
2,70113636
2,80173395
2,70302182
2,70053833
2,70197042
2,70253397
2,80033772
2,80191036
2,70287604
2,80221560
2,81080637
2,81083786
2,80109194
2,916061
2,70204316
2,20129240
2,80134279
2,80058654
2,81003741
2,70283263
2,80225421
2,80211884
2,80243600
2,60029369
2,81145135
2,80216237
2,60003961
2,70307848
2,80075595
2,80065386
2,80043049
2,80097321
2,80117484
2,80003153
2,80213400
2,70172488
2,70022548
2,80029368
2,70045356
2,80000770
2,80057281
2,80158871
2,80196217
2,70021631
2,70301275
2,80122179
2,81043473
2,80174137
2,80996949
2,80136548
2,70128701
2,80108759
2,80173623
2,80206057
2,81212801
2,70304298
2,81050193
2,60036359
2,81092325
2,80218099
2,80117263
2,80160987
2,80177803
2,80057700
2,80158084
2,81026475
2,81027396
2,70213075
2,70251519
2,80221271
2,60021790
2,80225024
2,80117552
2,81026188
2,80082647
2,80198423
2,70293788
2,80012550
2,80046249
2,80135164
2,80119145
2,80244900
2,80232502
2,70301472
2,60010488
2,80044731
2,70130483
2,281550
2,80097072
2,80244457
2,81121171
2,81001413
2,81090128
2,80098288
2,60011597
2,70299859
2,80049903
2,80244783
2,81130297
2,80184569
2,80239503
2,80189648
2,81027753
2,81015317
2,81053961
2,80095241
2,80160759
2,81003058
2,80186731
